OTU ID	sample1	sample2	sample3	sample4	sample5	taxonomy
OTU_1328	2	0	0	0	0	85.71%|uncultured_fungus|KC965979|SH431021.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1331	4	0	0	0	0	94.34%|Fungi_sp|GU392007|SH028702.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1333	0	1	0	0	0	91.61%|uncultured_fungus|AM260926|SH000387.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1338	8	4	2	1	3	98.57%|uncultured_Glomus|EU003002|SH010632.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__uncultured_Glomus
OTU_1340	0	0	0	0	1	95.71%|Rhizophagus_sp|AM980846|SH204534.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp
OTU_1341	1	0	0	0	0	79.92%|Entrophospora_sp_JJ38|AY035644|SH431532.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Entrophospora;s__Entrophospora_sp_JJ38
OTU_1342	0	0	1	1	1	85.06%|Sordariomycetes_sp|HQ829350|SH225397.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes_sp
OTU_1343	0	0	1	1	0	93.94%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1345	78	5	355	850	209	93.75%|Geotrichum_candidum|HQ589260|SH005583.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Geotrichum;s__Geotrichum_candidum
OTU_135	0	0	3	0	4	88.52%|Clavaria_sp|DQ421174|SH237253.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_sp
OTU_1351	0	0	0	0	1	89%|Capronia_villosa|AF050261|SH036022.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_villosa
OTU_1353	0	0	15	0	0	76.52%|uncultured_soil_fungus|EU480339|SH002278.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_soil_fungus
OTU_1355	9	0	0	0	0	98.72%|Flagelloscypha_sp|EF027368|SH030419.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Niaceae;g__Flagelloscypha;s__Flagelloscypha_sp
OTU_136	1	0	80	0	17	99.24%|Basidiomycota_sp|FJ553246|SH230364.06FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_1360	1	0	0	0	0	90.91%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_1365	0	1	0	0	0	95.62%|Rhizophagus_sp|AM980846|SH204534.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp
OTU_1369	0	0	1	0	0	96.48%|ascomycete_sp_ZGZII03060|DQ124138|SH440905.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__ascomycete_sp_ZGZII03060
OTU_1376	1	0	8	3	6	100%|Exophiala_sp_CPC_12171|EU035420|SH209743.06FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_sp_CPC_12171
OTU_1383	0	2	0	0	0	70%|uncultured_fungus|AM999605|SH038625.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1384	1	1	0	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1386	0	2	0	0	1	100%|Xylaria_lechatii|JQ087406|SH455948.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria_lechatii
OTU_1389	9	15	0	0	0	98.9%|uncultured_Helotiales|FR773312|SH023501.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__uncultured_Helotiales
OTU_1391	0	0	0	3	0	75.21%|uncultured_fungus|EU516989|SH026671.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1396	0	1	0	0	0	73.16%|uncultured_ectomycorrhizal_fungus|JX043207|SH448458.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_ectomycorrhizal_fungus
OTU_1399	0	0	0	0	0	94.14%|Cortinariaceae_sp|UDB014322|SH232567.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__unidentified;s__Cortinariaceae_sp
OTU_14	6	8	0	0	1	95.15%|uncultured_Sebacinaceae|HQ022276|SH015415.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__unidentified;s__uncultured_Sebacinaceae
OTU_1401	10	0	1	0	0	100%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1402	2	0	0	0	0	96.15%|Ascomycota_sp|DQ914698|SH208261.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1405	1	0	0	0	1	81.14%|uncultured_Basidiomycota|HM240195|SH449662.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Basidiomycota
OTU_1409	0	0	287	25	93	96.97%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1415	0	0	1	0	0	96.67%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1425	0	0	0	0	3	98.4%|Hysteriales_sp|JF519362|SH196693.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__unidentified;g__unidentified;s__Hysteriales_sp
OTU_1427	0	0	0	3	0	94.22%|uncultured_fungus|KC965673|SH005779.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1430	0	2	0	0	0	96.21%|Basidiomycota_sp|FJ553246|SH230364.06FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_1434	0	2	0	0	0	94.7%|Antrodia_crassa|KC595890|SH028208.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Antrodia;s__Antrodia_crassa
OTU_1435	2	0	3	0	0	84.17%|Pezizaceae_sp|AM113728|SH238608.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unidentified;s__Pezizaceae_sp
OTU_1440	2967	69	1	0	824	95.4%|Mortierella_elongatula|HQ630349|SH217227.06FU|refs|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_elongatula
OTU_1449	0	0	5	1	4	98.95%|Pleosporales_sp|JQ437611|SH203351.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_145	0	1	1	0	0	98.24%|uncultured_fungus|GU817075|SH003391.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1451	0	1	0	0	0	96.55%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1452	0	403	0	0	0	99.13%|Agaricales_sp|HQ445374|SH237319.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_1454	1	0	3	0	0	96.05%|Sphaerodes_sp_SMCD2220|FJ748922|SH455654.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales;f__Ceratostomataceae;g__Sphaerodes;s__Sphaerodes_sp_SMCD2220
OTU_1456	0	0	0	0	3	96.67%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1458	3	0	0	0	3	100%|Myriangiales_sp|EF419944|SH230159.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__unidentified;g__unidentified;s__Myriangiales_sp
OTU_1466	0	39	58	0	7	98.66%|Pholiota_alnicola_var._alnicola|GU062210|SH000798.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__Pholiota_alnicola_var._alnicola
OTU_1467	2	3	0	0	0	97.37%|Glomeraceae_sp|EU350772|SH236807.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_1469	0	0	0	0	5	91.46%|uncultured_fungus|FJ197883|SH441304.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_147	1	0	0	0	1	100%|Archaeorhizomyces_sp|FJ626931|SH005373.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1471	0	0	3	0	0	100%|Aspergillus_sydowii|KC427092|SH011872.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_sydowii
OTU_1472	1	0	0	0	0	99.55%|Coniophora_puteana|AM293007|SH206739.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_puteana
OTU_1473	1	0	0	1	0	100%|uncultured_Ascomycota|AY969638|SH456725.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1475	1	0	0	0	0	96.93%|Herpotrichiellaceae_sp|KF385366|SH211543.06FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__Herpotrichiellaceae_sp
OTU_1477	119	1309	23	12	200	78.72%|Syzygospora_sp|EU292449|SH198312.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Incertae_sedis;g__Syzygospora;s__Syzygospora_sp
OTU_1482	2	0	0	1	1	93.81%|Helotiales_sp|AY615884|SH191096.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_1484	1	0	0	0	0	93.94%|Derxomyces_sp_LTD_2009b|AB508842|SH237938.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009b
OTU_1485	2	1	0	0	0	96%|Cryptococcus_sp|HM069422|SH018157.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Cryptococcus;s__Cryptococcus_sp
OTU_1495	0	2	0	0	0	96.37%|Coniochaeta_sp|JX042827|SH226462.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_sp
OTU_1497	0	0	0	0	0	88.36%|Pseudaleuria_quinaultiana|EU669386|SH212843.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudaleuria;s__Pseudaleuria_quinaultiana
OTU_150	0	1	0	0	0	98.68%|Pezizaceae_sp|JN102374|SH203602.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unidentified;s__Pezizaceae_sp
OTU_1501	0	0	3	1	1	81.82%|uncultured_Archaeospora|AM420386|SH037851.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__unidentified;s__uncultured_Archaeospora
OTU_1503	3	0	2	0	2	94.44%|uncultured_fungus|FR773451|SH006009.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1504	12	70	0	0	19	100%|Myriangiales_sp|EF419944|SH230159.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__unidentified;g__unidentified;s__Myriangiales_sp
OTU_1510	2	0	4	0	0	96.88%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1514	1	0	0	0	0	76.97%|Leucosporidium_golubevii|AY212987|SH212315.06FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_golubevii
OTU_1515	0	0	1	0	0	92.83%|Mortierellales_sp|HQ022018|SH008701.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__unidentified;g__unidentified;s__Mortierellales_sp
OTU_1516	0	0	0	3	4	100%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_152	0	0	0	1	0	98.29%|uncultured_Helotiales|HM136616|SH014171.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__uncultured_Helotiales
OTU_1521	1	0	0	0	0	96.97%|Rhodotorula_minuta|AB038117|SH227568.06FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Rhodotorula;s__Rhodotorula_minuta
OTU_1525	1	1	2	0	2	84.38%|uncultured_fungus|AM260926|SH000387.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1528	0	0	3	0	49	75.63%|uncultured_fungus|KC966088|SH441311.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1529	0	0	1	0	0	97.45%|uncultured_fungus|EU516714|SH032928.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1531	1	0	0	6	4	70.9%|uncultured_fungus|EU516926|SH012272.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1535	1	3	0	0	0	98.99%|Penicillium_lividum|AF033406|SH213203.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_lividum
OTU_1538	2	17	15	1	3	95.12%|Glomus_indicum|GU059544|SH234533.06FU|refs|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_indicum
OTU_155	0	0	0	0	0	94.83%|uncultured_Glomeromycota|JX276889|SH003430.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Glomeromycota
OTU_1550	0	0	99	2	46	97.44%|Cerinosterus_sp|KC514899|SH194414.06FU|reps|k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Cerinosterus;s__Cerinosterus_sp
OTU_1554	1	7	0	0	0	84%|uncultured_fungus|KC965979|SH431021.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1555	0	0	3	0	3	91.85%|Cortinarius_spilomeus|UDB015906|SH001740.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_spilomeus
OTU_1557	0	1	2	0	1	90.98%|uncultured_glomeromycete|AY350288|SH027916.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_glomeromycete
OTU_1561	2	0	4	0	3	80.5%|uncultured_fungus|KC966088|SH441311.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1565	0	36	40	0	66	97.58%|Glomeraceae_sp|JN195709|SH240160.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_1566	4	0	121	505	237	82.61%|uncultured_fungus|JX974777|SH444993.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1567	0	0	0	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1569	0	0	4	0	0	94.44%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_1573	1	1	1	0	1	90.3%|Trichosporon_sp|FJ528710|SH198642.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_sp
OTU_1576	0	13	1	0	0	99.55%|Amaurodon_mustialaensis|UDB016092|SH227693.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Amaurodon;s__Amaurodon_mustialaensis
OTU_1579	11	36	35	0	16	100%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_158	0	0	0	0	1	90%|Ascomycota_sp|JX967120|SH224125.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1581	0	0	0	0	0	98.87%|Periconia_sp|GU054203|SH196127.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis;g__Periconia;s__Periconia_sp
OTU_1586	0	0	0	1	0	92.48%|Archaeorhizomyces_sp|FJ552837|SH005387.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1589	2	6	65	11	17	92.52%|Tremellales_sp|JX042759|SH031092.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp
OTU_1590	0	0	0	0	3	100%|Antrodiella_romellii|JQ673145|SH214894.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Antrodiella;s__Antrodiella_romellii
OTU_1591	33	6	0	0	9	100%|Scleroderma_areolatum|EU784408|SH434269.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum
OTU_1593	0	0	1	0	0	96.59%|Ascomycota_sp_AR_2010|HQ608113|SH013243.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp_AR_2010
OTU_1594	0	0	13	0	6	96.88%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1597	1	0	0	0	0	100%|ascomycete_sp_IZ_1111|AM921704|SH026592.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__ascomycete_sp_IZ_1111
OTU_1598	2	3	9	0	0	93.43%|Glomeromycota_sp|KF297176|SH198483.06FU|reps|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycota_sp
OTU_16	0	0	1	0	1	99.12%|uncultured_Laccaria|JX316793|SH010997.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__unidentified;s__uncultured_Laccaria
OTU_160	0	0	1	1	1	98.68%|Cenococcum_sp|AY561221|SH196554.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Gloniaceae;g__Cenococcum;s__Cenococcum_sp
OTU_1601	4	4	0	1	2	80.61%|Orbiliomycetes_sp|FJ553822|SH437244.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_1603	0	5	1	0	3	83.33%|Henningsomyces_candidus|AY571044|SH034800.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Henningsomyces;s__Henningsomyces_candidus
OTU_1606	1	0	0	0	0	100%|Massarina_sp_JP_2013|JX981477|SH018317.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__Massarina_sp_JP_2013
OTU_1608	2	0	0	0	0	86.22%|uncultured_ectomycorrhizal_fungus|JX043208|SH448584.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_ectomycorrhizal_fungus
OTU_1609	0	0	0	0	2	80.41%|Entrophospora_sp_JJ38|AY035644|SH431532.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Entrophospora;s__Entrophospora_sp_JJ38
OTU_1610	0	0	65	8	42	95.26%|Entoloma_cuspidiferum|EU784218|SH009749.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_cuspidiferum
OTU_1616	1	0	1	1	0	99.45%|Hyaloscypha_albohyalina_var_spiralis|AB546941|SH012502.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_albohyalina_var_spiralis
OTU_1618	2	5	1	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1620	1	5	0	0	0	100%|Endogone_lactiflua|AY997045|SH033627.06FU|refs_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Endogonales;f__Endogonaceae;g__Endogone;s__Endogone_lactiflua
OTU_1622	3	2	0	0	1	96.67%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1628	1	0	0	0	0	80.33%|Cortinarius_saniosus|UDB017662|SH031708.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_saniosus
OTU_163	4	11	50	1	237	97.49%|Umbelopsis_sp|FJ552894|SH219314.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp
OTU_1634	0	0	0	0	2	96.69%|Archaeorhizomyces_sp|AY394903|SH197145.06FU|reps|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1635	1	75	1	0	2	98.15%|uncultured_Tomentella|JF419514|SH023977.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__uncultured_Tomentella
OTU_1636	1	0	0	0	0	89.29%|Sporobolomyces_sp|HQ611330|SH219415.06FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis;g__Sporobolomyces;s__Sporobolomyces_sp
OTU_164	0	0	0	0	0	100%|Pseudeurotiaceae_sp|KC008895|SH209202.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Incertae_sedis;f__Pseudeurotiaceae;g__unidentified;s__Pseudeurotiaceae_sp
OTU_1646	200	253	230	317	624	98.98%|Amphinema_sp|UDB017095|SH229877.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__Amphinema_sp
OTU_1648	58	202	120	3	27	69.18%|uncultured_Ascomycota|EU490177|SH448591.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1651	0	0	0	1	0	96.08%|Paecilomyces_marquandii|AB099511|SH228963.06FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Paecilomyces;s__Paecilomyces_marquandii
